0,	1,	2,	3,	4,	5,	6,	7,	8,	9,	10,	11,	12,	13,	14,	15,	16,	17,	18,	19,	20,	21,	22,	23,	24,	25,	26,	27,	28,	29,	30,	31,	32,	33,	34,	35,	36,	37,	38,	39,	40,	41,	42,	43,	44,	45,	46,	47,	48,	49,	50,	51,	52,	53,	54,	55,	56,	57,	58,	59,	60,	61,	62,	63,	64,	65,	66,	67,	68,	69,	70,	71,	72,	73,	74,	75,	76,	77,	78,	79,	80,	81,	82,	83,	84,	85,	86,	87,	88,	89,	90,	91,	92,	93,	94,	95,	96,	97,	98,	99,	100,	101,	102,	103,	104,	105,	106,	107,	108,	109,	110,	111,	112,	113,	114,	115,	116,	117,	118,	119,	120,	121,	122,	123,	124,	125,	126,	127,	128,	129,	130,	131,	132,	133,	134,	135,	136,	137,	138,	139,	140,	141,	142,	143,	144,	145,	146,	147,	148,	149,	150,	151,	152,	153,	154,	155,	156,	157,	158,	159,	160,	161,	162,	163,	164,	165,	166,	167,	168,	169,	170,	171,	172,	173,	174,	175,	176,	177,	178,	179,	180,	181,	182,	183,	184,	185,	186,	187,	188,	189,	190,	191,	192,	193,	194,	195,	196,	197,	198,	199,	200,	201
0.011,	0.993341,	0.994983,	0.995651,	0.995336,	0.994035,	0.991741,	0.988449,	0.984158,	0.978865,	0.972568,	0.965268,	0.956966,	0.947664,	0.937364,	0.926073,	0.913795,	0.900537,	0.886308,	0.871117,	0.854975,	0.837894,	0.819886,	0.800968,	0.781154,	0.760461,	0.73891,	0.716519,	0.693309,	0.669303,	0.644526,	0.619001,	0.592756,	0.565817,	0.538214,	0.509977,	0.481135,	0.451723,	0.421771,	0.391316,	0.360391,	0.329032,	0.297277,	0.265162,	0.232726,	0.200008,	0.167047,	0.133882,	0.100556,	0.0671083,	0.0335864,	6.56148e-05,	-0.0335311,	-0.0671463,	-0.10059,	-0.133905,	-0.16706,	-0.200015,	-0.23273,	-0.265164,	-0.297278,	-0.329033,	-0.360391,	-0.391316,	-0.421771,	-0.451723,	-0.481136,	-0.509977,	-0.538214,	-0.565817,	-0.592756,	-0.619001,	-0.644526,	-0.669304,	-0.693309,	-0.716519,	-0.73891,	-0.760461,	-0.781154,	-0.800968,	-0.819886,	-0.837894,	-0.854975,	-0.871117,	-0.886308,	-0.900537,	-0.913795,	-0.926073,	-0.937364,	-0.947663,	-0.956966,	-0.965268,	-0.972568,	-0.978865,	-0.984158,	-0.988449,	-0.99174,	-0.994035,	-0.995336,	-0.99565,	-0.994983,	-0.993341,	-0.990732,	-0.987166,	-0.98265,	-0.977196,	-0.970815,	-0.963519,	-0.955319,	-0.946228,	-0.936261,	-0.925432,	-0.913755,	-0.901247,	-0.887922,	-0.873798,	-0.858891,	-0.843218,	-0.826799,	-0.80965,	-0.79179,	-0.773239,	-0.754015,	-0.734139,	-0.713631,	-0.69251,	-0.670798,	-0.648514,	-0.625681,	-0.60232,	-0.578452,	-0.554098,	-0.529282,	-0.504024,	-0.478348,	-0.452276,	-0.42583,	-0.399033,	-0.371908,	-0.344478,	-0.316766,	-0.288795,	-0.260588,	-0.23217,	-0.203562,	-0.174789,	-0.145874,	-0.116841,	-0.0877135,	-0.0585145,	-0.0292678,	2.42563e-06,	0.0292681,	0.0585132,	0.0877121,	0.11684,	0.145874,	0.174788,	0.203562,	0.232169,	0.260588,	0.288794,	0.316765,	0.344477,	0.371908,	0.399033,	0.42583,	0.452276,	0.478348,	0.504024,	0.529282,	0.554098,	0.578452,	0.60232,	0.625681,	0.648514,	0.670798,	0.69251,	0.713631,	0.734139,	0.754015,	0.773239,	0.79179,	0.80965,	0.826799,	0.843218,	0.858891,	0.873798,	0.887922,	0.901247,	0.913755,	0.925432,	0.936261,	0.946228,	0.955319,	0.963519,	0.970816,	0.977197,	0.98265,	0.987166,	0.990733,	0.993341
0.012,	0.992514,	0.994345,	0.995204,	0.995083,	0.993976,	0.991876,	0.988779,	0.984681,	0.979579,	0.973471,	0.966356,	0.958234,	0.949106,	0.938976,	0.927847,	0.915724,	0.902613,	0.888521,	0.873458,	0.857433,	0.840458,	0.822545,	0.803709,	0.783965,	0.76333,	0.741822,	0.719461,	0.696268,	0.672265,	0.647476,	0.621925,	0.595639,	0.568647,	0.540975,	0.512656,	0.48372,	0.454199,	0.424128,	0.39354,	0.362472,	0.33096,	0.299041,	0.266754,	0.234137,	0.201231,	0.168076,	0.134712,	0.101182,	0.0675285,	0.0337979,	6.75598e-05,	-0.0337402,	-0.0675663,	-0.101217,	-0.134736,	-0.16809,	-0.201239,	-0.234142,	-0.266756,	-0.299042,	-0.33096,	-0.362472,	-0.39354,	-0.424128,	-0.4542,	-0.48372,	-0.512656,	-0.540976,	-0.568647,	-0.595639,	-0.621925,	-0.647476,	-0.672265,	-0.696268,	-0.719461,	-0.741822,	-0.76333,	-0.783965,	-0.803709,	-0.822545,	-0.840457,	-0.857433,	-0.873457,	-0.888521,	-0.902612,	-0.915724,	-0.927847,	-0.938976,	-0.949106,	-0.958234,	-0.966356,	-0.973471,	-0.979579,	-0.984681,	-0.988779,	-0.991876,	-0.993975,	-0.995083,	-0.995203,	-0.994345,	-0.992514,	-0.98972,	-0.985972,	-0.981279,	-0.975654,	-0.969107,	-0.961651,	-0.953299,	-0.944064,	-0.93396,	-0.923003,	-0.911206,	-0.898587,	-0.885161,	-0.870946,	-0.855957,	-0.840214,	-0.823733,	-0.806534,	-0.788635,	-0.770055,	-0.750813,	-0.73093,	-0.710424,	-0.689317,	-0.667629,	-0.64538,	-0.622591,	-0.599285,	-0.575481,	-0.551202,	-0.526468,	-0.501303,	-0.475728,	-0.449764,	-0.423435,	-0.396762,	-0.369769,	-0.342477,	-0.314909,	-0.287088,	-0.259037,	-0.230779,	-0.202335,	-0.173731,	-0.144987,	-0.116128,	-0.0871769,	-0.0581558,	-0.0290882,	2.23054e-06,	0.0290884,	0.0581546,	0.0871755,	0.116127,	0.144986,	0.17373,	0.202335,	0.230778,	0.259037,	0.287088,	0.314909,	0.342476,	0.369768,	0.396762,	0.423435,	0.449764,	0.475727,	0.501303,	0.526468,	0.551201,	0.575481,	0.599285,	0.622591,	0.64538,	0.667629,	0.689317,	0.710424,	0.730929,	0.750813,	0.770055,	0.788635,	0.806534,	0.823734,	0.840214,	0.855958,	0.870946,	0.885162,	0.898587,	0.911207,	0.923003,	0.933961,	0.944064,	0.953299,	0.961652,	0.969108,	0.975654,	0.98128,	0.985972,	0.98972,	0.992514
0.013,	0.991652,	0.99367,	0.994719,	0.994791,	0.993878,	0.991973,	0.989071,	0.985166,	0.980256,	0.974337,	0.967408,	0.959467,	0.950517,	0.940558,	0.929593,	0.917626,	0.904664,	0.890712,	0.875779,	0.859874,	0.843009,	0.825194,	0.806443,	0.786772,	0.766198,	0.744737,	0.722408,	0.699234,	0.675236,	0.650437,	0.624862,	0.598538,	0.571493,	0.543755,	0.515355,	0.486324,	0.456696,	0.426505,	0.395785,	0.364573,	0.332906,	0.300823,	0.268362,	0.235564,	0.202468,	0.169117,	0.135552,	0.101816,	0.0679534,	0.0340116,	6.94285e-05,	-0.0339517,	-0.0679911,	-0.101852,	-0.135576,	-0.169132,	-0.202477,	-0.235568,	-0.268365,	-0.300824,	-0.332907,	-0.364573,	-0.395785,	-0.426505,	-0.456696,	-0.486324,	-0.515355,	-0.543755,	-0.571493,	-0.598538,	-0.624862,	-0.650437,	-0.675236,	-0.699234,	-0.722408,	-0.744737,	-0.766198,	-0.786772,	-0.806443,	-0.825193,	-0.843008,	-0.859874,	-0.875779,	-0.890712,	-0.904664,	-0.917626,	-0.929593,	-0.940557,	-0.950517,	-0.959467,	-0.967407,	-0.974337,	-0.980256,	-0.985166,	-0.989071,	-0.991973,	-0.993878,	-0.994791,	-0.994719,	-0.99367,	-0.991652,	-0.988673,	-0.984745,	-0.979878,	-0.974083,	-0.967373,	-0.95976,	-0.951258,	-0.941881,	-0.931643,	-0.92056,	-0.908647,	-0.89592,	-0.882396,	-0.868092,	-0.853025,	-0.837213,	-0.820674,	-0.803427,	-0.78549,	-0.766884,	-0.747626,	-0.727737,	-0.707236,	-0.686144,	-0.664482,	-0.642269,	-0.619526,	-0.596275,	-0.572536,	-0.548331,	-0.523681,	-0.498608,	-0.473133,	-0.447279,	-0.421066,	-0.394517,	-0.367654,	-0.340499,	-0.313074,	-0.285402,	-0.257505,	-0.229404,	-0.201124,	-0.172685,	-0.144111,	-0.115424,	-0.086647,	-0.0578016,	-0.028911,	2.03027e-06,	0.028911,	0.0578007,	0.0866458,	0.115423,	0.14411,	0.172685,	0.201123,	0.229404,	0.257504,	0.285402,	0.313074,	0.340499,	0.367653,	0.394517,	0.421065,	0.447278,	0.473133,	0.498608,	0.523681,	0.548331,	0.572536,	0.596275,	0.619526,	0.642268,	0.664481,	0.686144,	0.707236,	0.727737,	0.747626,	0.766884,	0.78549,	0.803427,	0.820674,	0.837213,	0.853025,	0.868092,	0.882396,	0.89592,	0.908647,	0.92056,	0.931643,	0.941881,	0.951259,	0.959761,	0.967374,	0.974084,	0.979879,	0.984746,	0.988674,	0.991652
0.014,	0.990755,	0.992959,	0.994198,	0.994462,	0.993742,	0.992032,	0.989324,	0.985613,	0.980895,	0.975166,	0.968424,	0.960667,	0.951894,	0.942108,	0.931309,	0.919502,	0.906691,	0.892882,	0.878082,	0.8623,	0.845546,	0.827832,	0.80917,	0.789575,	0.769063,	0.747652,	0.725359,	0.702207,	0.678215,	0.653409,	0.627812,	0.601452,	0.574355,	0.546552,	0.518072,	0.488948,	0.459213,	0.428902,	0.39805,	0.366694,	0.334872,	0.302623,	0.269987,	0.237005,	0.203718,	0.170169,	0.136401,	0.102457,	0.0683832,	0.0342278,	7.12378e-05,	-0.0341657,	-0.0684207,	-0.102493,	-0.136426,	-0.170185,	-0.203728,	-0.23701,	-0.26999,	-0.302625,	-0.334873,	-0.366694,	-0.39805,	-0.428902,	-0.459214,	-0.488949,	-0.518072,	-0.546552,	-0.574355,	-0.601452,	-0.627812,	-0.653409,	-0.678215,	-0.702207,	-0.725359,	-0.747652,	-0.769063,	-0.789575,	-0.80917,	-0.827832,	-0.845546,	-0.8623,	-0.878082,	-0.892882,	-0.906691,	-0.919502,	-0.931309,	-0.942108,	-0.951894,	-0.960666,	-0.968424,	-0.975166,	-0.980895,	-0.985613,	-0.989323,	-0.992031,	-0.993742,	-0.994461,	-0.994198,	-0.992959,	-0.990754,	-0.987594,	-0.983487,	-0.978447,	-0.972485,	-0.965613,	-0.957846,	-0.949197,	-0.93968,	-0.92931,	-0.918104,	-0.906077,	-0.893245,	-0.879625,	-0.865235,	-0.850093,	-0.834215,	-0.81762,	-0.800328,	-0.782357,	-0.763725,	-0.744454,	-0.724561,	-0.704067,	-0.682992,	-0.661357,	-0.639181,	-0.616485,	-0.59329,	-0.569617,	-0.545487,	-0.520921,	-0.49594,	-0.470566,	-0.444819,	-0.418722,	-0.392296,	-0.365563,	-0.338544,	-0.311261,	-0.283736,	-0.25599,	-0.228047,	-0.199927,	-0.171653,	-0.143246,	-0.114729,	-0.0861238,	-0.057452,	-0.0287359,	1.82641e-06,	0.0287359,	0.0574511,	0.0861227,	0.114728,	0.143245,	0.171652,	0.199927,	0.228046,	0.25599,	0.283735,	0.31126,	0.338543,	0.365562,	0.392296,	0.418722,	0.444819,	0.470565,	0.49594,	0.520921,	0.545487,	0.569617,	0.59329,	0.616485,	0.63918,	0.661356,	0.682992,	0.704067,	0.724561,	0.744454,	0.763725,	0.782357,	0.800328,	0.817621,	0.834215,	0.850093,	0.865235,	0.879625,	0.893245,	0.906077,	0.918104,	0.929311,	0.93968,	0.949197,	0.957846,	0.965614,	0.972485,	0.978447,	0.983488,	0.987594,	0.990755
0.015,	0.989823,	0.992213,	0.99364,	0.994095,	0.993568,	0.992052,	0.989538,	0.986022,	0.981497,	0.975958,	0.969404,	0.961831,	0.953239,	0.943627,	0.932996,	0.921351,	0.908693,	0.895029,	0.880365,	0.864708,	0.848069,	0.830459,	0.811889,	0.792373,	0.771927,	0.750568,	0.728314,	0.705185,	0.681204,	0.656392,	0.630776,	0.604381,	0.577235,	0.549367,	0.520809,	0.491592,	0.461751,	0.43132,	0.400335,	0.368835,	0.336857,	0.304441,	0.271629,	0.238462,	0.204982,	0.171233,	0.137259,	0.103106,	0.0688179,	0.0344464,	7.30011e-05,	-0.0343823,	-0.0688553,	-0.103142,	-0.137285,	-0.17125,	-0.204992,	-0.238468,	-0.271632,	-0.304443,	-0.336858,	-0.368835,	-0.400336,	-0.43132,	-0.461751,	-0.491593,	-0.520809,	-0.549367,	-0.577235,	-0.604381,	-0.630776,	-0.656392,	-0.681204,	-0.705185,	-0.728314,	-0.750568,	-0.771927,	-0.792373,	-0.811888,	-0.830459,	-0.848069,	-0.864708,	-0.880364,	-0.895029,	-0.908693,	-0.92135,	-0.932996,	-0.943626,	-0.953238,	-0.961831,	-0.969404,	-0.975958,	-0.981496,	-0.986021,	-0.989538,	-0.992051,	-0.993568,	-0.994094,	-0.99364,	-0.992213,	-0.989823,	-0.986481,	-0.982198,	-0.976987,	-0.970859,	-0.963829,	-0.955909,	-0.947115,	-0.937461,	-0.926963,	-0.915636,	-0.903497,	-0.890563,	-0.876851,	-0.862378,	-0.847162,	-0.831221,	-0.814573,	-0.797238,	-0.779234,	-0.760581,	-0.741297,	-0.721402,	-0.700917,	-0.679861,	-0.658253,	-0.636116,	-0.613468,	-0.59033,	-0.566724,	-0.542669,	-0.518187,	-0.493298,	-0.468024,	-0.442385,	-0.416403,	-0.390099,	-0.363495,	-0.33661,	-0.309468,	-0.282089,	-0.254494,	-0.226706,	-0.198745,	-0.170633,	-0.142392,	-0.114043,	-0.0856072,	-0.0571068,	-0.0285631,	1.62023e-06,	0.028563,	0.057106,	0.0856062,	0.114042,	0.142391,	0.170632,	0.198744,	0.226705,	0.254494,	0.282088,	0.309468,	0.33661,	0.363494,	0.390099,	0.416403,	0.442385,	0.468024,	0.493298,	0.518186,	0.542669,	0.566724,	0.59033,	0.613468,	0.636116,	0.658253,	0.67986,	0.700917,	0.721402,	0.741297,	0.760581,	0.779234,	0.797238,	0.814573,	0.831221,	0.847162,	0.862378,	0.876851,	0.890563,	0.903498,	0.915636,	0.926963,	0.937461,	0.947115,	0.955909,	0.963829,	0.97086,	0.976987,	0.982199,	0.986481,	0.989823
0.016,	0.988858,	0.991431,	0.993046,	0.99369,	0.993356,	0.992033,	0.989714,	0.986392,	0.98206,	0.976713,	0.970348,	0.96296,	0.954549,	0.945113,	0.934653,	0.923171,	0.910669,	0.897153,	0.882627,	0.867099,	0.850578,	0.833074,	0.814598,	0.795165,	0.774787,	0.753484,	0.731271,	0.708169,	0.6842,	0.659386,	0.633752,	0.607324,	0.58013,	0.5522,	0.523564,	0.494256,	0.464309,	0.433758,	0.402641,	0.370996,	0.338861,	0.306278,	0.273288,	0.239934,	0.20626,	0.172309,	0.138128,	0.103762,	0.0692576,	0.0346675,	7.47287e-05,	-0.0346013,	-0.0692948,	-0.103798,	-0.138154,	-0.172327,	-0.206271,	-0.239941,	-0.273292,	-0.30628,	-0.338862,	-0.370996,	-0.402642,	-0.433759,	-0.464309,	-0.494256,	-0.523565,	-0.5522,	-0.58013,	-0.607324,	-0.633752,	-0.659386,	-0.6842,	-0.708169,	-0.731271,	-0.753484,	-0.774787,	-0.795164,	-0.814598,	-0.833074,	-0.850578,	-0.867099,	-0.882627,	-0.897153,	-0.910669,	-0.923171,	-0.934653,	-0.945113,	-0.954549,	-0.96296,	-0.970347,	-0.976713,	-0.982059,	-0.986391,	-0.989714,	-0.992033,	-0.993355,	-0.99369,	-0.993045,	-0.991431,	-0.988857,	-0.985336,	-0.980879,	-0.975498,	-0.969207,	-0.96202,	-0.95395,	-0.945014,	-0.935225,	-0.924601,	-0.913156,	-0.900909,	-0.887875,	-0.874073,	-0.859519,	-0.844233,	-0.828231,	-0.811533,	-0.794157,	-0.776123,	-0.757449,	-0.738156,	-0.718261,	-0.697786,	-0.67675,	-0.655172,	-0.633074,	-0.610475,	-0.587395,	-0.563856,	-0.539876,	-0.515478,	-0.490682,	-0.465508,	-0.439977,	-0.414109,	-0.387927,	-0.36145,	-0.334699,	-0.307696,	-0.280461,	-0.253016,	-0.225381,	-0.197577,	-0.169626,	-0.141548,	-0.113365,	-0.085097,	-0.0567658,	-0.0283924,	1.41274e-06,	0.0283922,	0.0567652,	0.0850961,	0.113364,	0.141547,	0.169625,	0.197577,	0.22538,	0.253015,	0.280461,	0.307696,	0.334699,	0.361449,	0.387926,	0.414109,	0.439976,	0.465507,	0.490682,	0.515478,	0.539876,	0.563855,	0.587395,	0.610475,	0.633074,	0.655172,	0.676749,	0.697786,	0.718261,	0.738156,	0.757449,	0.776123,	0.794158,	0.811533,	0.828231,	0.844233,	0.85952,	0.874073,	0.887876,	0.900909,	0.913157,	0.924601,	0.935225,	0.945014,	0.95395,	0.96202,	0.969207,	0.975498,	0.980879,	0.985336,	0.988858
0.017,	0.987859,	0.990615,	0.992415,	0.993249,	0.993106,	0.991977,	0.989852,	0.986724,	0.982585,	0.977431,	0.971255,	0.964054,	0.955826,	0.946568,	0.93628,	0.924963,	0.91262,	0.899253,	0.884868,	0.869472,	0.853071,	0.835677,	0.817299,	0.79795,	0.777645,	0.756399,	0.734231,	0.711159,	0.687204,	0.66239,	0.63674,	0.610282,	0.583042,	0.555051,	0.526339,	0.49694,	0.466887,	0.436217,	0.404968,	0.373177,	0.340885,	0.308133,	0.274965,	0.241423,	0.207551,	0.173397,	0.139006,	0.104425,	0.0697023,	0.0348911,	7.64291e-05,	-0.034823,	-0.0697395,	-0.104462,	-0.139033,	-0.173416,	-0.207563,	-0.24143,	-0.274969,	-0.308136,	-0.340886,	-0.373178,	-0.404968,	-0.436218,	-0.466888,	-0.49694,	-0.526339,	-0.555051,	-0.583042,	-0.610282,	-0.636741,	-0.66239,	-0.687204,	-0.711159,	-0.734231,	-0.756399,	-0.777645,	-0.79795,	-0.817298,	-0.835677,	-0.853071,	-0.869472,	-0.884868,	-0.899253,	-0.91262,	-0.924963,	-0.93628,	-0.946567,	-0.955825,	-0.964054,	-0.971255,	-0.97743,	-0.982585,	-0.986723,	-0.989851,	-0.991976,	-0.993106,	-0.993249,	-0.992415,	-0.990614,	-0.987858,	-0.984159,	-0.979529,	-0.973981,	-0.967529,	-0.960187,	-0.95197,	-0.942893,	-0.932973,	-0.922225,	-0.910666,	-0.898312,	-0.885182,	-0.871292,	-0.856661,	-0.841306,	-0.825246,	-0.8085,	-0.791086,	-0.773024,	-0.754332,	-0.73503,	-0.715137,	-0.694674,	-0.673659,	-0.652113,	-0.630055,	-0.607505,	-0.584485,	-0.561012,	-0.537109,	-0.512795,	-0.488091,	-0.463017,	-0.437593,	-0.41184,	-0.385778,	-0.359427,	-0.33281,	-0.305944,	-0.278853,	-0.251555,	-0.224072,	-0.196423,	-0.168631,	-0.140715,	-0.112695,	-0.0845931,	-0.0564291,	-0.0282239,	1.20474e-06,	0.0282235,	0.0564286,	0.0845923,	0.112694,	0.140714,	0.16863,	0.196423,	0.224071,	0.251554,	0.278852,	0.305944,	0.332809,	0.359427,	0.385777,	0.411839,	0.437593,	0.463017,	0.488091,	0.512795,	0.537109,	0.561012,	0.584484,	0.607505,	0.630055,	0.652113,	0.673659,	0.694674,	0.715137,	0.73503,	0.754332,	0.773024,	0.791086,	0.8085,	0.825246,	0.841306,	0.856661,	0.871292,	0.885182,	0.898313,	0.910666,	0.922225,	0.932973,	0.942894,	0.95197,	0.960187,	0.967529,	0.973981,	0.979529,	0.98416,	0.987859
0.018,	0.986827,	0.989764,	0.991749,	0.992771,	0.992819,	0.991882,	0.989951,	0.987017,	0.983073,	0.978111,	0.972126,	0.965113,	0.957068,	0.94799,	0.937876,	0.926727,	0.914544,	0.901329,	0.887088,	0.871826,	0.855549,	0.838266,	0.819989,	0.800728,	0.780498,	0.759314,	0.737192,	0.714153,	0.690216,	0.665404,	0.639741,	0.613254,	0.58597,	0.557919,	0.529133,	0.499643,	0.469486,	0.438697,	0.407315,	0.375379,	0.342929,	0.310008,	0.276659,	0.242927,	0.208857,	0.174497,	0.139894,	0.105096,	0.0701522,	0.0351173,	7.81092e-05,	-0.0350473,	-0.0701894,	-0.105133,	-0.139922,	-0.174517,	-0.20887,	-0.242935,	-0.276664,	-0.31001,	-0.34293,	-0.37538,	-0.407316,	-0.438698,	-0.469487,	-0.499644,	-0.529133,	-0.55792,	-0.585971,	-0.613254,	-0.639741,	-0.665404,	-0.690216,	-0.714153,	-0.737192,	-0.759314,	-0.780498,	-0.800728,	-0.819989,	-0.838266,	-0.855549,	-0.871825,	-0.887088,	-0.901329,	-0.914543,	-0.926726,	-0.937875,	-0.947989,	-0.957068,	-0.965112,	-0.972125,	-0.97811,	-0.983072,	-0.987017,	-0.98995,	-0.991881,	-0.992818,	-0.992771,	-0.991748,	-0.989763,	-0.986826,	-0.982951,	-0.97815,	-0.972436,	-0.965825,	-0.958331,	-0.949969,	-0.940755,	-0.930705,	-0.919836,	-0.908165,	-0.895708,	-0.882483,	-0.868509,	-0.853802,	-0.838382,	-0.822266,	-0.805474,	-0.788025,	-0.769936,	-0.751228,	-0.73192,	-0.712031,	-0.691581,	-0.670589,	-0.649075,	-0.627059,	-0.60456,	-0.581598,	-0.558194,	-0.534367,	-0.510138,	-0.485526,	-0.460551,	-0.435234,	-0.409594,	-0.383652,	-0.357427,	-0.330941,	-0.304213,	-0.277263,	-0.250111,	-0.222778,	-0.195284,	-0.167648,	-0.139891,	-0.112034,	-0.0840954,	-0.0560966,	-0.0280575,	9.96899e-07,	0.0280569,	0.0560961,	0.0840947,	0.112033,	0.13989,	0.167647,	0.195283,	0.222777,	0.250111,	0.277262,	0.304212,	0.330941,	0.357427,	0.383651,	0.409593,	0.435233,	0.460551,	0.485525,	0.510138,	0.534367,	0.558194,	0.581598,	0.60456,	0.627059,	0.649075,	0.670589,	0.691581,	0.712031,	0.73192,	0.751228,	0.769936,	0.788025,	0.805475,	0.822267,	0.838382,	0.853802,	0.868509,	0.882484,	0.895708,	0.908165,	0.919837,	0.930706,	0.940756,	0.949969,	0.958331,	0.965825,	0.972437,	0.97815,	0.982951,	0.986827
0.019,	0.985762,	0.988879,	0.991047,	0.992257,	0.992494,	0.99175,	0.990012,	0.987272,	0.983522,	0.978753,	0.972959,	0.966135,	0.958276,	0.949378,	0.93944,	0.928461,	0.91644,	0.903381,	0.889286,	0.87416,	0.85801,	0.840843,	0.822669,	0.803499,	0.783347,	0.762227,	0.740155,	0.717151,	0.693234,	0.668427,	0.642754,	0.616241,	0.588914,	0.560805,	0.531945,	0.502367,	0.472106,	0.441198,	0.409684,	0.377601,	0.344993,	0.311901,	0.278371,	0.244448,	0.210178,	0.17561,	0.140792,	0.105775,	0.0706073,	0.0353461,	7.97746e-05,	-0.0352742,	-0.0706445,	-0.105812,	-0.140821,	-0.17563,	-0.210191,	-0.244456,	-0.278376,	-0.311904,	-0.344994,	-0.377602,	-0.409684,	-0.441199,	-0.472106,	-0.502367,	-0.531946,	-0.560806,	-0.588915,	-0.616241,	-0.642754,	-0.668428,	-0.693234,	-0.717151,	-0.740155,	-0.762227,	-0.783347,	-0.803499,	-0.822668,	-0.840842,	-0.858009,	-0.87416,	-0.889285,	-0.90338,	-0.91644,	-0.92846,	-0.93944,	-0.949378,	-0.958275,	-0.966135,	-0.972959,	-0.978753,	-0.983521,	-0.987272,	-0.990012,	-0.991749,	-0.992494,	-0.992256,	-0.991047,	-0.988878,	-0.985762,	-0.981712,	-0.976741,	-0.970865,	-0.964097,	-0.956453,	-0.947948,	-0.938599,	-0.928423,	-0.917435,	-0.905654,	-0.893097,	-0.87978,	-0.865724,	-0.850944,	-0.835461,	-0.819292,	-0.802457,	-0.784973,	-0.766861,	-0.748139,	-0.728827,	-0.708943,	-0.688507,	-0.66754,	-0.646059,	-0.624085,	-0.601638,	-0.578736,	-0.555401,	-0.53165,	-0.507505,	-0.482985,	-0.45811,	-0.432899,	-0.407372,	-0.381549,	-0.355449,	-0.329093,	-0.302501,	-0.275691,	-0.248684,	-0.221499,	-0.194157,	-0.166677,	-0.139078,	-0.11138,	-0.0836038,	-0.0557681,	-0.0278931,	7.89772e-07,	0.0278924,	0.0557677,	0.0836031,	0.111379,	0.139077,	0.166676,	0.194156,	0.221499,	0.248683,	0.27569,	0.3025,	0.329093,	0.355449,	0.381548,	0.407371,	0.432898,	0.458109,	0.482985,	0.507505,	0.53165,	0.555401,	0.578736,	0.601638,	0.624085,	0.646059,	0.66754,	0.688507,	0.708943,	0.728827,	0.748139,	0.766861,	0.784973,	0.802457,	0.819292,	0.835461,	0.850945,	0.865724,	0.879781,	0.893097,	0.905654,	0.917436,	0.928423,	0.9386,	0.947949,	0.956453,	0.964097,	0.970865,	0.976742,	0.981712,	0.985762
0.02,	0.984666,	0.98796,	0.990311,	0.991706,	0.992133,	0.991579,	0.990035,	0.987489,	0.983933,	0.979358,	0.973756,	0.967122,	0.959449,	0.950733,	0.940973,	0.930165,	0.918309,	0.905407,	0.891461,	0.876474,	0.860453,	0.843404,	0.825337,	0.806262,	0.78619,	0.765138,	0.743119,	0.720153,	0.69626,	0.67146,	0.645779,	0.619241,	0.591874,	0.563709,	0.534777,	0.50511,	0.474746,	0.443721,	0.412073,	0.379844,	0.347077,	0.313814,	0.280101,	0.245985,	0.211513,	0.176735,	0.141701,	0.106461,	0.0710677,	0.0355775,	8.14302e-05,	-0.0355039,	-0.071105,	-0.106499,	-0.14173,	-0.176756,	-0.211527,	-0.245993,	-0.280106,	-0.313817,	-0.347079,	-0.379846,	-0.412074,	-0.443721,	-0.474746,	-0.505111,	-0.534777,	-0.563709,	-0.591875,	-0.619241,	-0.645779,	-0.67146,	-0.69626,	-0.720153,	-0.743119,	-0.765137,	-0.78619,	-0.806261,	-0.825337,	-0.843404,	-0.860453,	-0.876474,	-0.89146,	-0.905407,	-0.918309,	-0.930164,	-0.940972,	-0.950733,	-0.959448,	-0.967121,	-0.973756,	-0.979357,	-0.983933,	-0.987489,	-0.990035,	-0.991579,	-0.992132,	-0.991705,	-0.99031,	-0.987959,	-0.984666,	-0.980443,	-0.975305,	-0.969267,	-0.962344,	-0.954553,	-0.945908,	-0.936427,	-0.926126,	-0.915023,	-0.903134,	-0.890479,	-0.877074,	-0.862937,	-0.848088,	-0.832544,	-0.816324,	-0.799447,	-0.781932,	-0.763798,	-0.745064,	-0.725749,	-0.705872,	-0.685453,	-0.664511,	-0.643065,	-0.621134,	-0.598739,	-0.575898,	-0.552632,	-0.528958,	-0.504898,	-0.480469,	-0.455693,	-0.430587,	-0.405173,	-0.379468,	-0.353493,	-0.327266,	-0.300808,	-0.274137,	-0.247273,	-0.220236,	-0.193044,	-0.165717,	-0.138274,	-0.110735,	-0.0831181,	-0.0554436,	-0.0277306,	5.83818e-07,	0.0277298,	0.0554433,	0.0831175,	0.110734,	0.138273,	0.165716,	0.193043,	0.220235,	0.247273,	0.274137,	0.300807,	0.327266,	0.353492,	0.379468,	0.405172,	0.430587,	0.455692,	0.480469,	0.504897,	0.528958,	0.552631,	0.575898,	0.598739,	0.621134,	0.643065,	0.664511,	0.685453,	0.705872,	0.725749,	0.745064,	0.763798,	0.781932,	0.799447,	0.816324,	0.832544,	0.848088,	0.862937,	0.877074,	0.890479,	0.903135,	0.915023,	0.926126,	0.936427,	0.945908,	0.954553,	0.962345,	0.969267,	0.975305,	0.980443,	0.984666
